id,sentence,tags
783,Dat is gratis voor leden; niet-leden betalen een klein bedrag.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Modality:Negation:Niet"
784,Lid worden Het lidmaatschap is gratis tot achttien jaar.,Syntax:Declarative
785,Het goedkoopste lidmaatschap voor volwassenen kost zestien euro per jaar.,Syntax:Declarative
786,Het lezen van (digitale) kranten en tijdschriften is gratis.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
787,Kijk op onze website voor de mogelijkheden.,Syntax:Declarative
788,Consumentenbond Inloggen Word nu lid De zorgverzekering Een verzekering voor iedereen ledereen in Nederland moet een zorgverzekering hebben.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
789,Deze zorgverzekering is verplicht en heet de basisverzekering.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum"
790,De basisverzekering verzekert u tegen de noodzakelijke medische kosten.,Syntax:Declarative
791,"Bijvoorbeeld van de huisarts, het ziekenhuis of de apotheek.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
792,Voor uw verzekering betaalt u iedere maand een vast bedrag: de premie.,Syntax:Declarative
793,Een extra verzekering Naast de basisverzekering kunt u nog extra verzekeringen kiezen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
794,Dit zijn aanvullende verzekeringen en ze zijn niet verplicht.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum, Modality:Negation:Niet"
795,"Een aanvullende verzekering vergoedt extra medische kosten, zoals de tandarts, zorgkosten in het buitenland en fysiotherapie.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
796,"Als u een aanvullende verzekering kiest, betaalt u ook meer premie.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
797,Een overzicht van uw verzekeringen staat in uw polis.,Syntax:Declarative
798,Het eigen risico: wat is dat?,"Syntax:Interrogative, Syntax:Connectivity:Subordinate"
799,U moet een eerste deel van de zorgkosten zelf betalen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
800,Dat noemen we het eigen risico.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
801,Elke volwassene in Nederland heeft een verplicht eigen risico voor de zorgverzekering.,"Syntax:Declarative, Verb:Tense:Perfectum"
802,Het eigen risico kan per jaar variëren.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
803,De overheid bepaalt elk jaar de hoogte van dit eigen risico.,Syntax:Declarative
804,Bijvoorbeeld: het eigen risico is in een bepaald jaar 385 euro.,"Syntax:Declarative, Verb:Tense:Perfectum"
805,Dat betekent dat u de eerste 385 euro van uw zorgkosten zelf moet betalen.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
806,Alle kosten boven die 385 euro betaalt de verzekering.,Syntax:Declarative
807,"Als u in een jaar geen zorgkosten heeft, betaalt u alleen uw premie.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Modality:Negation:Geen"
808,Welke zorg valt onder het eigen risico?,Syntax:Interrogative
809,"De huisarts, kraamzorg en zorg voor kinderen vallen niet onder het eigen risico.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Negation:Niet"
810,Deze kosten hoeft u dus niet zelf te betalen.,"Syntax:Declarative, Verb:Cluster:Te-Infinitive, Modality:Negation:Niet"
811,"Een opname in het ziekenhuis, medicijnen en bloedonderzoek vallen wel onder het eigen risico.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Wel"
812,Dat geldt ook voor het bezoek aan de specialist en hulp bij psychische problemen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
813,"U betaalt deze kosten voor een deel zelf, totdat uw eigen risico op is.","Syntax:Declarative, Verb:Tense:Perfectum"
814,De rest betaalt de verzekering.,Syntax:Declarative
815,Meer informatie over uw eigen risico vindt u op de website.,Syntax:Declarative
816,Of u kunt in de app van uw zorgverzekering kijken.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
817,Overstappen op een andere verzekering U mag uw zorgverzekering zelf kiezen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
818,"Als u over uw zorgverzekering niet tevreden bent, kunt u overstappen.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Niet"
819,Dat kan aan het einde van het jaar.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
820,U moet dan voor 1 januari van het nieuwe jaar een nieuwe verzekering kiezen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
821,En u moet uw oude zorgverzekering opzeggen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
822,"Als u over een nieuwe verzekering twijfelt, kunt u online verschillende verzekeringen vergelijken.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
823,U kiest een zorgverzekering voor minimaal één jaar.,Syntax:Declarative
824,Halverwege het jaar kunt u dus niet op een andere verzekering overstappen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Niet"
825,AFVAL In Nederland verzamelen we per jaar zo'n vijfhonderd kilo afval per persoon.,Syntax:Declarative
826,"Dit is voor de helft restafval, zoals sommige lege verpakkingen en luiers.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum"
827,De gemeente haalt het restafval op.,Syntax:Declarative
828,Dit gebeurt op vaste dagen en tijden.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
829,"Bewoners moeten hun vuilniszakken, vuilnisbakken of containers dan aan de straat zetten.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
830,"In sommige gemeenten moeten bewoners hun afval zelf in een grote, centrale container weggooien.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
831,Soms krijgen ze dan een speciaal pasje om de container open te maken.,"Syntax:Declarative, Verb:Cluster:Om-Te"
832,Maar niet al het afval is restafval.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Negation:Niet"
833,Daarom moeten we niet al ons afval in één vuilnisbak gooien.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Niet"
834,Het is beter voor het milieu om afval te scheiden en het in verschillende bakken te gooien.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Om-Te"
835,"Plastic, papier en glas kunnen we dan nog een keer gebruiken.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
836,Bovendien kunnen schadelijke stoffen zo niet in het milieu terechtkomen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Niet"
837,"WAAR MOET HET IN? glas papier en karton klein chemisch afval groente-, fruit-en tuinafval (gft) plastic, metaal en drinkpakken (pmd) grofvuil statiegeld Lege flessen en potten moeten in de glasbak.","Syntax:Interrogative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
838,"Oude kranten, lege dozen en verpakkingen van karton moeten in de papierbak.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
839,"Lege batterijen, medicijnen en olie mogen niet in het milieu terechtkomen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Niet"
840,U kunt dit chemisch afval op speciale plaatsen in uw gemeente weggooien.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
841,In de supermarkt staan vaak bakken voor lege batterijen.,Syntax:Declarative
842,"Met 'groenafval' bedoelen we etensresten, schillen en afval uit de tuin.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
843,Dat kan in de gft-bak.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
844,"Plastic, metaal en blik moeten in een speciale bak, bijvoorbeeld plastic flessen en bekers.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
845,"Ook lege drinkpakken, chipszakken en blikjes kunt u in de pmd-bak doen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
846,"Oude meubels, matrassen en grote elektrische apparaten mag u niet zomaar buiten zetten.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Niet"
847,"Dit is geen restafval, maar grofvuil.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Negation:Geen"
848,Wilt u dat de gemeente het grofvuil ophaalt?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
849,Maak dan een afspraak.,Syntax:Declarative
850,Op lege flesjes en kratten bier en grote frisdrankflessen zit vaak statiegeld.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
851,"Als u ze naar de supermarkt terugbrengt, krijgt u een bonnetje.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
852,Met dit bonnetje kunt u het statiegeld terugkrijgen of een deel van uw boodschappen betalen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
853,Gebruik je netwerk!,Syntax:Exclamatory
854,Diana interviewt Yazan voor de radio.,Syntax:Declarative
855,Yazan werkt bij een uitzendbureau.,Syntax:Declarative
856,Ze praten over werk zoeken.,Syntax:Declarative
857,"Diana Yazan Yazan, je werkt bij een uitzendbureau.",Syntax:Declarative
858,Dus je praat veel met mensen die werkloos zijn en een uitkering hebben.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
859,Wat adviseer je hen dan?,Syntax:Interrogative
860,"Nou, ga in ieder geval naar een uitzendbureau en schrijf je als werkzoekende in.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Particle:Nou"
861,Uitzendbureaus hebben veel vacatures.,Syntax:Declarative
862,Ze brengen werkgevers en werknemers op deze manier met elkaar in contact.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
863,Diana Yazan Oké.,Syntax:Declarative
864,En verder?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
865,Heb je nog andere tips?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion"
866,Jazeker!,Syntax:Exclamatory
867,Gebruik je netwerk!,Syntax:Exclamatory
868,"Diana Ja, het woord 'netwerk' hoor je tegenwoordig vaak.","Syntax:Declarative, Modality:Particle:Hoor"
869,Wat is dat precies?,"Syntax:Interrogative, Syntax:Connectivity:Subordinate"
870,Yazan Je netwerk bestaat uit alle mensen die je kent.,Syntax:Declarative
871,"Denk aan familieleden, vrienden, vrienden van vrienden, docenten, collega's, leidinggevenden en ex-collega's.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
872,"Maar ook mensen die je via internet kent, bijvoorbeeld op Facebook of LinkedIn.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
873,Je netwerk is groter dan je denkt.,Syntax:Declarative
874,Met netwerken kun je je netwerk verder uitbreiden.,Syntax:Declarative
875,Dat is van belang voor mensen die werk zoeken.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
876,Diana Hm...,Syntax:Declarative
877,Netwerken klinkt altijd erg spannend.,Syntax:Declarative
878,Hoe moet ik dat aanpakken?,"Syntax:Interrogative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
879,"Yazan Diana Netwerken klinkt inderdaad spannend, maar het betekent gewoon contact maken.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
880,Met mensen die voor je carrière belangrijk kunnen zijn.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
881,"Als je netwerkt, moet je voor nieuwe mensen open staan.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
882,Praat op borrels of bijeenkomsten dus niet altijd met dezelfde mensen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Negation:Niet"
883,Ga ook eens naar onbekende mensen.,Syntax:Declarative
884,Of naar mensen die je lang niet hebt gezien.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum, Modality:Negation:Niet"
885,"Stel vragen, luister goed en zoek naar interesses die jullie allebei hebben.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
886,Vraag bijvoorbeeld naar hun werkzaamheden en werkervaring.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
887,Dat vind ik zo lastig!,"Syntax:Exclamatory, Syntax:Connectivity:Subordinate"
888,Ik denk altijd: hoe moet ik zo'n gesprek beginnen?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
889,"Yazan Begin met praten over een neutraal onderwerp, zoals de locatie of het eten.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
890,"Je kunt bijvoorbeeld zeggen: ""Mooie locatie is dit, hè!', 'Ben je hier eerder geweest?' of 'Heb je al een stuk taart gehad?' Later kun je serieuzere vragen stellen, zoals: 'Wat voor werk doe je?', 'Hoe heb je je baan gevonden?' en 'Waar heb je vroeger gewerkt?"" Diana Aha, nuttige tips!","Syntax:Interrogative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum, Verb:Cluster:Auxiliary/Modal"
891,Heb je nog een laatste advies voor mensen die graag willen beginnen met netwerken?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion, Verb:Tense:Perfectum, Verb:Cluster:Auxiliary/Modal"
892,"Yazan Uhm ja, besef dat iedereen netwerken spannend vindt.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
893,Verwacht niet meteen resultaat.,"Syntax:Declarative, Modality:Negation:Niet"
894,"In het begin vind je netwerken misschien lastig, maar het zal snel beter gaan.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Maar"
895,En geniet vooral van de leuke contacten die je krijgt!,"Syntax:Exclamatory, Syntax:Connectivity:Coordinate"
896,Een sollicitatiegesprek Murat zoekt een bijbaan.,Syntax:Declarative
897,Hij heeft een sollicitatiegesprek bij een boekwinkel.,Syntax:Declarative
898,Hij praat met mevrouw Driesen.,Syntax:Declarative
899,Mevrouw Driesen Murat Murat?,Syntax:Interrogative
900,"Hallo, Sandra Driesen.",Syntax:Declarative
901,"Hallo, Murat Demir, goedemorgen.",Syntax:Declarative
902,"Mevrouw Driesen Fijn dat je er bent, kom binnen.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Pronoun:Quantitative/Locative-Er"
903,"Zo, kon je het makkelijk vinden?",Syntax:Interrogative
904,"Murat Ja hoor, geen probleem.","Syntax:Declarative, Modality:Particle:Hoor, Modality:Negation:Geen"
905,Ik ben hier vaker geweest.,"Syntax:Declarative, Verb:Tense:Perfectum"
906,Mevrouw Driesen Murat Mooi.,Syntax:Declarative
907,"Nou, fijn dat je als verkoper in onze boekwinkel wilt werken.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Nou"
908,We zoeken dus iemand voor één of twee dagen per week.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
909,Heb je ervaring met dit soort werk?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion"
910,Niet echt.,"Syntax:Declarative, Modality:Negation:Niet"
911,Ik heb in het verleden wel als winkelmedewerker in een supermarkt gewerkt.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Modality:Particle:Wel"
912,Maar ik heb nooit eerder in een boekwinkel gewerkt.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum, Modality:Particle:Maar"
913,"Mevrouw Driesen Murat Mevrouw Driesen Murat Oké, wat waren je taken toen?","Syntax:Interrogative, Syntax:Connectivity:Subordinate"
914,"Uhm, van alles.",Syntax:Declarative
915,Ik moest het magazijn en de winkel netjes houden.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
916,'s Ochtends maakte ik de winkel open en 's avonds sloot ik hem weer.,Syntax:Connectivity:Coordinate
917,Maar ik ging ook met klanten om.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
918,"Ik moest ze helpen, als ze iets niet konden vinden.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Negation:Niet"
919,"Als het erg druk was, moest ik soms ook achter de kassa werken.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
920,"Aha, dus je moest daar ook met klanten werken.",Syntax:Declarative
921,En kun je iets meer over jezelf vertellen?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
922,Wat zijn je kwaliteiten?,Syntax:Interrogative
923,"Tja, ik ben nauwkeurig en ijverig, denk ik.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
924,Ik neem mijn werk erg serieus.,Syntax:Declarative
925,Mevrouw Driesen Murat Fijn.,Syntax:Declarative
926,Dat is erg belangrijk.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
927,En verder?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
928,Waarom ben jij geschikt voor deze baan?,"Syntax:Interrogative, Verb:Tense:Perfectum"
929,Uhm...,Syntax:Declarative
930,Verder ben ik ook beleefd en behulpzaam.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum"
931,Mevrouw Driesen Murat Mevrouw Driesen Murat Mevrouw Driesen Murat Mevrouw Driesen Murat Mevrouw Driesen Dat zijn belangrijke kwaliteiten voor een verkoper.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
932,Kun je daar ook een voorbeeld van geven?,Syntax:Interrogative
933,"Ja, als klanten bijvoorbeeld een vraag over een product hadden, dan maakte ik graag tijd voor ze.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
934,En waarom denk je dat deze baan bij je past?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
935,"Ja, ik vind lezen geweldig, ik weet heel veel van boeken.",Syntax:Declarative
936,Dus ik kan klanten goed adviseren.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
937,En ik hou van een afwisselende baan.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
938,Ik vind het niks om de hele dag achter een bureau te zitten.,"Syntax:Declarative, Verb:Cluster:Om-Te"
939,"Ja, deze baan is zeker afwisselend.",Syntax:Declarative
940,"Goed, dan heb ik tot slot nog één vraag: hoeveel uur per week ben je beschikbaar?",Syntax:Interrogative
941,Maximaal twaalf uur per week.,Syntax:Declarative
942,"Ik studeer nog, dus ik kan niet te veel werken.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Niet"
943,Maar in het weekend ben ik altijd beschikbaar.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
944,"En doordeweeks kan ik ook in de avond, als dat nodig is.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
945,"Oké, dan weet ik voldoende.",Syntax:Declarative
946,Heb je zelf nog vragen?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion"
947,"Nee, eigenlijk niet.","Syntax:Declarative, Modality:Negation:Niet"
948,Wanneer hoor ik iets van u?,"Syntax:Interrogative, Modality:Particle:Hoor"
949,Morgen heb ik nog een sollicitatiegesprek met een andere sollicitant.,Syntax:Declarative
950,Daarna overleg ik meteen met de directeur.,Syntax:Declarative
951,We besluiten dan samen wie we aannemen.,Syntax:Declarative
952,Na het overleg zullen we je mailen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
953,Murat Prima.,Syntax:Declarative
954,Dank u wel voor het gesprek.,"Syntax:Declarative, Modality:Particle:Wel"
955,vacaturebank inloggen | registreren | help vacatures informatie plaats je cv jouw account Receptionist bij Hotel Arena Ben jij op zoek naar een leuke baan in een hotel?,Syntax:Interrogative
956,Zorg jij dat onze gasten met een tevreden gevoel naar huis gaan?,"Syntax:Interrogative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
957,En ben jij bereid om hard te werken?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum, Verb:Cluster:Om-Te"
958,Dan ben jij misschien wel onze nieuwe receptionist!,"Syntax:Exclamatory, Modality:Particle:Wel"
959,Functie-omschrijving: Je bent verantwoordelijk voor alle werkzaamheden bij de receptie.,"Syntax:Declarative, Verb:Tense:Perfectum"
960,Je geeft informatie aan de gasten over het hotel en de stad Amsterdam.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
961,Je neemt de telefoon op en beantwoordt e-mails.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
962,Je controleert de kamers voordat je ze aan de gasten geeft.,Syntax:Declarative
963,Functie-eisen: Je bent sociaal en vriendelijk.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum"
964,Je kan met stress omgaan en je hebt veel motivatie en doorzettingsvermogen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
965,Je hebt goede vaardigheden op de computer. ⚫ Je hebt minimaal één jaar werkervaring als receptionist in een hotel.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
966,Je spreekt vloeiend Engels en voldoende Nederlands.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
967,"Je bent minimaal 24 uur per week beschikbaar, zowel in het weekend als doordeweeks.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum"
968,Je moet maximaal twee weekenden per maand werken.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
969,Een fulltime functie is ook mogelijk.,Syntax:Declarative
970,Je woont in Amsterdam of in de omgeving van Amsterdam.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
971,Wat bieden we: Hotel Arena is goed bereikbaar.,Syntax:Declarative
972,Het ligt aan de snelweg en vlakbij een station.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
973,Je gaat werken met gezellige collega's.,Syntax:Declarative
974,"We hebben medewerkers van zeventien jaar tot en met 67 jaar, van jonge studenten tot zeer ervaren medewerkers. ⚫ Je krijgt een salaris van €10,09 bruto per uur.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
975,Je hebt flexibele werktijden en je bepaalt je werkdagen in overleg met je collega's.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum"
976,Speciale aanbiedingen voor jou en je familie in onze hotels.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
977,Ben jij geschikt voor deze baan?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion, Verb:Tense:Perfectum"
978,Solliciteer dan direct op deze vacature!,Syntax:Exclamatory
979,Stuur je sollicitatiebrief en cv naar work@hotelarena.nl.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
980,Voor meer informatie kun je contact opnemen met de afdeling personeelszaken via het formulier op onze website of via 020-8510 2407.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
981,Sollicitatieformulier,Syntax:Declarative
982,Het klimaat in Nederland Weer en klimaat Het weer in Nederland kan iedere dag anders zijn.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
983,Vandaag kan het bijvoorbeeld regenen en morgen kan het heel mooi weer zijn.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
984,Maar wat weten we eigenlijk over het klimaat in Nederland?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
985,Hoe zien de seizoenen eruit?,Syntax:Interrogative
986,Niet zo nat Het Nederlandse klimaat heeft milde winters en milde zomers.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Negation:Niet"
987,"In alle seizoenen kan in Nederland neerslag vallen, zoals regen, hagel of sneeuw.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
988,"Veel mensen hebben het gevoel dat Nederland een erg nat klimaat heeft, maar dit is een misverstand.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Particle:Maar"
989,In Nederland valt maar in zeven procent van het jaar neerslag.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
990,Regen in de zomer De Nederlandse zomers zijn vaak wisselvallig.,Syntax:Declarative
991,"Op sommige dagen is het bloed heet, de zon schijnt en de lucht is blauw.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
992,Maar er zijn ook vaak periodes met regen en onweer.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:InfoStructure:Er-Presentative, Modality:Particle:Maar"
993,"Als je op vakantie in Nederland gaat, moet je altijd rekening met slecht weer houden.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
994,Ook in de zomer.,Syntax:Declarative
995,"Je hebt de meeste kans op mooi weer aan de kust, zoals in Zeeland en op de Waddeneilanden.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
996,Wil je altijd mooi weer in de zomer?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion, Verb:Cluster:Auxiliary/Modal"
997,Neem dan de auto of het vliegtuig naar het zuiden of het oosten van Europa.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
998,Warmere winters Ook het weer in de winter in Nederland is moeilijk te voorspellen.,"Syntax:Declarative, Verb:Cluster:Te-Infinitive"
999,"Het kan met Kerstmis bijvoorbeeld tien graden boven nul zijn, maar het kan ook tien graden vriezen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Maar"
1000,De winters zijn de laatste vijftig jaar wel steeds minder koud geworden.,"Syntax:Declarative, Verb:Tense:Perfectum, Modality:Particle:Wel"
1001,Vroeger kon je in Nederland bijvoorbeeld bijna iedere winter schaatsen.,Syntax:Declarative
1002,Tegenwoordig is dat een uitzondering.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
1003,Door de hogere temperaturen sneeuwt het in de winter ook minder.,Syntax:Declarative
1004,De sneeuw blijft ook minder lang liggen.,Syntax:Declarative
1005,Het klimaat verandert In Nederland merken we dus ook dat het klimaat verandert.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
1006,De aarde wordt steeds warmer.,Syntax:Declarative
1007,"Daardoor krijgen we minder koude winters en hetere, drogere zomers.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
1008,De hogere temperaturen hebben ook invloed op de neerslag.,Syntax:Declarative
1009,Het regent en stormt vooral in de winter en de lente vaker.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1010,In de zomer regent en stormt het veel minder.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1011,Grote gevolgen voor Nederland Klimaatverandering kan grote gevolgen voor Nederland hebben.,"Syntax:Declarative, Verb:Tense:Perfectum, Verb:Cluster:Auxiliary/Modal"
1012,De aarde wordt warmer en daardoor stijgt het water in de Noordzee.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1013,Het westen van Nederland ligt voor het grootste deel lager dan de Noordzee.,Syntax:Declarative
1014,"Als het water in de Noordzee en in de rivieren stijgt, hebben we meer kans op wateroverlast en overstromingen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
