id,sentence,tags
999,"Het kan met Kerstmis bijvoorbeeld tien graden boven nul zijn, maar het kan ook tien graden vriezen.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | ARTICLE.Het | PRONOUN.3sg-masc | PARTICLE.maar | MODALITY.Epistemic-kan | CONNECTOR.maar-adversative | TOPIC.Nature-environment
1000,De winters zijn de laatste vijftig jaar wel steeds minder koud geworden.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | ARTICLE.De | NP.Adjective-comparative | PRONOUN.3sg-masc | PARTICLE.wel
1001,Vroeger kon je in Nederland bijvoorbeeld bijna iedere winter schaatsen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | NP.Noun-compound | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Nature-environment
1002,Tegenwoordig is dat een uitzondering.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | SYNTAX.Subordinate-clause
1003,Door de hogere temperaturen sneeuwt het in de winter ook minder.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | ARTICLE.Het | NP.Adjective-comparative | TOPIC.Nature-environment
1004,De sneeuw blijft ook minder lang liggen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERBCLUSTER.blijven-inf | NP.Adjective-comparative | TOPIC.Nature-environment
1005,Het klimaat verandert In Nederland merken we dus ook dat het klimaat verandert.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | NP.Demonstrative | NP.Noun-compound | PRONOUN.1pl | SYNTAX.Subordinate-clause | CONNECTOR.dus-consecutive | TOPIC.Nature-environment
1006,De aarde wordt steeds warmer.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
1007,"Daardoor krijgen we minder koude winters en hetere, drogere zomers.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Adjective-comparative | PRONOUN.1pl | CONNECTOR.en-additive
1008,De hogere temperaturen hebben ook invloed op de neerslag.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De
1009,Het regent en stormt vooral in de winter en de lente vaker.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | CONNECTOR.en-additive | TOPIC.Nature-environment
1010,In de zomer regent en stormt het veel minder.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | ARTICLE.Het | NP.Adjective-comparative | CONNECTOR.en-additive | TOPIC.Nature-environment
1011,Grote gevolgen voor Nederland Klimaatverandering kan grote gevolgen voor Nederland hebben.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | MODAL.kunnen | VERBCLUSTER.modal-inf | NP.Noun-compound | MODALITY.Epistemic-kan
1012,De aarde wordt warmer en daardoor stijgt het water in de Noordzee.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | ARTICLE.Het | CONNECTOR.en-additive | TOPIC.Nature-environment
1013,Het westen van Nederland ligt voor het grootste deel lager dan de Noordzee.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | ARTICLE.Het | NP.Adjective-comparative | NP.Adjective-superlative | NP.Noun-compound
1014,"Als het water in de Noordzee en in de rivieren stijgt, hebben we meer kans op wateroverlast en overstromingen.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | ARTICLE.Het | NP.Adjective-comparative | PRONOUN.1pl | SYNTAX.Subordinate-clause | CONNECTOR.en-additive | TOPIC.Nature-environment
1015,Verschillende dammen en dijken moeten Nederland ook in de toekomst tegen dit hoge water beschermen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | ARTICLE.De | NP.Demonstrative | NP.Noun-compound | MODALITY.Deontic-obligation | CONNECTOR.en-additive | TOPIC.Nature-environment
1016,00:00 Het gaat zo regenen Barbara en Jaïr zijn collega's.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | VERBCLUSTER.gaan-inf | ARTICLE.Het | PRONOUN.3sg-masc | CONNECTOR.en-additive | TOPIC.Work-career | TOPIC.Relationships-family
1017,Ze komen elkaar in de tram tegen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Reflexive | ARTICLE.De | TOPIC.Daily-life
1018,Barbara Goedemorgen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
1019,"Jaïr Hé, ben je ook met de tram vandaag?",SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.De | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Daily-life
1020,"Barbara Ja, dit is echt geen weer om te fietsen.",SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | VERBCLUSTER.te-inf | CONNECTOR.om-te-purpose | NP.Demonstrative | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.geen | DISCOURSE.Backchannel-opener | TOPIC.Nature-environment | TOPIC.Travel-leisure
1021,Wat een regen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | TOPIC.Nature-environment
1022,"Jaïr Nee, heb je vannacht die storm ook gehoord?",SENTENCE_TYPE.Yes-no-question | TENSE.Perfectum | NP.Noun-compound | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Nature-environment
1023,Het waaide zo hard en het onweerde ook.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | CONNECTOR.en-additive
1024,Ik vond het een beetje eng.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | ARTICLE.Het | NP.Diminutive | DEGREE.Downtoner
1025,"Barbara Ja, vreselijk.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | DISCOURSE.Backchannel-opener | DISCOURSE.Evaluative-stance
1026,Ik ben gisteren op de fiets helemaal nat geworden.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | ARTICLE.De | TOPIC.Daily-life
1027,"Ik fietste precies in die bui, toen ik naar huis ging.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | NP.Demonstrative | PRONOUN.1sg | TOPIC.Daily-life | TOPIC.Housing-living
1028,"Wat voor weer wordt het vanmiddag, weet je dat?",SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.Het | NP.Noun-compound | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | INFSTR.Topicalization-fronting | DISCOURSE.Informal-register | TOPIC.Nature-environment
1029,"Jaïr Ja, ze zeggen dat het de hele dag blijft regenen en waaien.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERBCLUSTER.blijven-inf | ARTICLE.De | ARTICLE.Het | NP.Demonstrative | PRONOUN.3sg-fem | PRONOUN.3pl | SYNTAX.Subordinate-clause | CONNECTOR.en-additive
1030,Ze voorspellen voor vanmiddag ook hagel.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Noun-compound | TOPIC.Nature-environment
1031,Barbara Jaïr Barbara Jaïr Echt waar?,SENTENCE_TYPE.Wh-question | TENSE.Presens | PARTICLE.echt-intensifier | DEGREE.Intensifier
1032,Een beetje regen vind ik niet zo erg.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Diminutive | PRONOUN.1sg | DEGREE.Intensifier | NEGATION.niet | TOPIC.Nature-environment
1033,Maar ik heb zo'n hekel aan die harde wind.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.1sg | TOPIC.Nature-environment
1034,De regen waait dan zo in je gezicht.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Nature-environment
1035,Je haar en je kleren worden helemaal nat.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.2sg-informal | PRONOUN.3sg-fem | CONNECTOR.en-additive | DISCOURSE.Informal-register | TOPIC.Daily-life
1036,Dan word ik zo chagrijnig.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg
1037,"Ja, je hebt met dit weer niets aan een paraplu en een regenjas, je wordt toch nat.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.2sg-informal | PRONOUN.Indefinite | PARTICLE.toch | NEGATION.niets | CONNECTOR.en-additive | DISCOURSE.Informal-register | TOPIC.Nature-environment
1038,Ja en dan zit je de hele dag achter je bureau met een natte spijkerbroek.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PRONOUN.2sg-informal | CONNECTOR.en-additive | DISCOURSE.Informal-register
1039,Want je kleren drogen niet zo snel.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.2sg-informal | NEGATION.niet | DISCOURSE.Informal-register
1040,"Klopt, gelukkig kunnen we met het ov.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | ARTICLE.Het | PRONOUN.1pl | MODALITY.Epistemic-kan | DISCOURSE.Evaluative-stance | TOPIC.Daily-life
1041,En komen we droog op kantoor aan.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | PRONOUN.1pl | TOPIC.Work-career
1042,"Barbara Ja, maar ik kan niet wachten tot het écht zomer is. 00:00 Ivan praat met zijn zoon Jarek.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | ARTICLE.Het | PRONOUN.1sg | PRONOUN.3sg-masc | PARTICLE.maar | NEGATION.niet | MODALITY.Epistemic-kan | CONNECTOR.maar-adversative | TOPIC.Nature-environment
1043,"Ivan Hé Jarek, zet de tv eens uit.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | ARTICLE.De | PARTICLE.eens | TOPIC.Media-entertainment
1044,Je moet zo naar hockey.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | MODALITY.Deontic-obligation
1045,De wedstrijd begint om twaalf uur.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
1046,"Jarek Pap, ik heb echt geen zin en de wedstrijd gaat vast niet door.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | VERB.Separable-verb | ARTICLE.De | PRONOUN.1sg | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.niet | NEGATION.geen | CONNECTOR.en-additive
1047,Het is ijskoud buiten en het gaat zo regenen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | VERBCLUSTER.gaan-inf | ARTICLE.Het | CONNECTOR.en-additive
1048,"Ivan Kom op, natuurlijk gaat het wel door.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | ARTICLE.Het | PARTICLE.wel | PARTICLE.natuurlijk
1049,Het is droog en het is prima weer om buiten te sporten.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERBCLUSTER.te-inf | ARTICLE.Het | CONNECTOR.en-additive | TOPIC.Nature-environment
1050,Het is 10 graden.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | TOPIC.Nature-environment
1051,"Jarek Ja, maar in de app staat dat het zo gaat regenen.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | ARTICLE.De | ARTICLE.Het | NP.Demonstrative | PRONOUN.Relative-clause | PARTICLE.maar | SYNTAX.Subordinate-clause | CONNECTOR.maar-adversative | DISCOURSE.Backchannel-opener | TOPIC.Media-entertainment
1052,"Kijk dan naar de grijze wolken buiten, het is helemaal bewolkt.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | ARTICLE.Het | SYNTAX.Inversion-V2 | INFSTR.Topicalization-fronting
1053,"Ivan Ach, het is maar een beetje regen hoor, het sneeuwt niet.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.Het | NP.Diminutive | PARTICLE.maar | PARTICLE.hoor | DEGREE.Downtoner | NEGATION.niet | CONNECTOR.maar-adversative | DISCOURSE.Backchannel-opener | TOPIC.Nature-environment
1054,"Kom op Jarek, je gaat echt niet dood van wat regen.",SENTENCE_TYPE.Negative-declarative | TENSE.Futurum-gaan | VERBCLUSTER.gaan-inf | PRONOUN.2sg-informal | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.niet | INFSTR.Topicalization-fronting | DISCOURSE.Informal-register | TOPIC.Nature-environment
1055,Jarek Maar het is echt weer om binnen te blijven.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERBCLUSTER.te-inf | ARTICLE.Het | PARTICLE.echt-intensifier | DEGREE.Intensifier | TOPIC.Nature-environment
1056,"Ik wilde dat het zomer was, lekker 25 graden.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | MODAL.willen | ARTICLE.Het | NP.Demonstrative | PRONOUN.Relative-clause | SYNTAX.Subordinate-clause | TOPIC.Nature-environment
1057,Dat is pas lekker weer voor een hockeywedstrijd.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | SYNTAX.Subordinate-clause | TOPIC.Nature-environment
1058,"Ivan Nee joh, met die hitte moet je niet sporten.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | NP.Demonstrative | PRONOUN.2sg-informal | PRONOUN.Relative-clause | NEGATION.niet | MODALITY.Deontic-obligation | DISCOURSE.Informal-register
1059,Dat is veel te warm.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | DEGREE.te-excess | SYNTAX.Subordinate-clause
1060,Dit is de ideale temperatuur.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | TOPIC.Nature-environment
1061,Trek gewoon een lange broek aan en een paar handschoenen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.gewoon | CONNECTOR.en-additive | TOPIC.Daily-life
1062,Zet een muts op je hoofd.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.2sg-informal | DISCOURSE.Informal-register
1063,"O, kijk!",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | DISCOURSE.Backchannel-opener
1064,In de app staat dat de zon vanmiddag gaat schijnen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | ARTICLE.De | NP.Demonstrative | NP.Noun-compound | PRONOUN.Relative-clause | SYNTAX.Subordinate-clause | TOPIC.Media-entertainment | TOPIC.Nature-environment
1065,Het wordt 15 graden.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | TOPIC.Nature-environment
1066,"Niet zo zeuren dus en schiet op, want je komt te laat.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.2sg-informal | DEGREE.te-excess | NEGATION.niet | SYNTAX.Inversion-V2 | CONNECTOR.want-causal | CONNECTOR.en-additive | CONNECTOR.dus-consecutive | DISCOURSE.Informal-register
1067,Jarek Oké...,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | DISCOURSE.Backchannel-opener
1068,"Contact Inloggen Mijn blog Q in f Thema's Over mij In het land waar ik vandaan kom, heb je veel meer natuur dan in Nederland.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | NP.Adjective-comparative | NP.Noun-compound | PRONOUN.1sg | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Nature-environment
1069,"Er zijn veel bergen, maar ik ben in een stad opgegroeid.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | PRONOUN.3sg-masc | PARTICLE.maar | CONNECTOR.maar-adversative | TOPIC.Daily-life | TOPIC.Travel-leisure
1070,Het was toen al een vieze stad met veel verkeer en twee miljoen inwoners.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | PARTICLE.al | CONNECTOR.en-additive | TOPIC.Daily-life
1071,Ik hield niet van die stad.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Demonstrative | NEGATION.niet | TOPIC.Daily-life
1072,Ik voelde me thuis in de natuur.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Noun-compound | PRONOUN.1sg | TOPIC.Daily-life | TOPIC.Nature-environment
1073,In de stad kon je de bergen zien.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | ARTICLE.De | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Daily-life | TOPIC.Travel-leisure
1074,In de winter zag je de sneeuw op de toppen liggen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | ARTICLE.De | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Nature-environment
1075,In de winter gingen we daar skiën.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | ARTICLE.De | PRONOUN.1pl | TOPIC.Nature-environment | TOPIC.Travel-leisure
1076,Van de stad was het ongeveer een uur rijden naar de bergen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | ARTICLE.De | ARTICLE.Het | TOPIC.Daily-life | TOPIC.Travel-leisure
1077,Dat deden we vroeger vaak.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | PRONOUN.1pl | SYNTAX.Subordinate-clause
1078,In de zomervakanties ging ik met mijn ouders vaak in de bergen wandelen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | VERBCLUSTER.gaan-inf | ARTICLE.De | PRONOUN.1sg | TOPIC.Travel-leisure | TOPIC.Relationships-family
1079,We liepen dan urenlang omhoog.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum
1080,Helemaal boven had je een prachtig uitzicht.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | PRONOUN.2sg-informal | DISCOURSE.Informal-register
1081,Onderweg kwamen we langs verschillende meren en rivieren.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | PRONOUN.1pl | CONNECTOR.en-additive
1082,Daar kon je zwemmen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Travel-leisure
1083,En het was toegestaan om in de natuur te kamperen of vuur te maken.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | VERBCLUSTER.te-inf | ARTICLE.De | ARTICLE.Het | CONNECTOR.of-alternative | TOPIC.Nature-environment | TOPIC.Travel-leisure
1084,Nu mis ik die wilde natuur in mijn omgeving.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | MODAL.willen | NP.Demonstrative | PRONOUN.1sg | TOPIC.Nature-environment
1085,Nederland is een mooi en groen land.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | CONNECTOR.en-additive
1086,De steden zijn hier gelukkig schoon en niet zo druk.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.3sg-masc | NEGATION.niet | CONNECTOR.en-additive | DISCOURSE.Evaluative-stance
1087,"Ik hou van de groene weilanden met koeien, schapen en boerderijen.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | CONNECTOR.en-additive
1088,Maar kun je dat wel natuur noemen?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register | DISCOURSE.Indirect-request | TOPIC.Nature-environment
1089,Eigenlijk hebben mensen bijna alle natuurgebieden in Nederland zelf gemaakt.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Noun-compound
1090,De bossen zijn niet zo oud.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.3sg-masc | NEGATION.niet
1091,En de dieren in die gebieden zijn daar meestal niet vanzelf gekomen.,SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | ARTICLE.De | NP.Demonstrative | PRONOUN.3sg-masc | PRONOUN.Relative-clause | NEGATION.niet
1092,Om die natuurgebieden staat een hek heen en er zijn zo veel regels.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.3sg-masc | PRONOUN.Relative-clause | ER.Existential | CONNECTOR.en-additive
1093,Je mag alleen op de paden lopen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.mogen | VERBCLUSTER.modal-inf | ARTICLE.De | MODALITY.Deontic-permission
1094,"Net als in een park, eigenlijk.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.eigenlijk | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional
1095,"Soms moet je ook betalen, als je in een natuurgebied wil wandelen of fietsen.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | MODAL.willen | VERBCLUSTER.modal-inf | PRONOUN.2sg-informal | MODALITY.Deontic-obligation | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | CONNECTOR.of-alternative | DISCOURSE.Informal-register | TOPIC.Travel-leisure | TOPIC.Finance-admin
1096,Belachelijk toch?,SENTENCE_TYPE.Tag-question | TENSE.Presens | PARTICLE.toch | SYNTAX.Inversion-V2
1097,Ik was in de herfst met mijn vriendin in de bossen bij de Veluwe.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | ARTICLE.De | PRONOUN.1sg | TOPIC.Nature-environment | TOPIC.Relationships-family
1098,"Ik vond het prachtig, al die verschillende kleuren.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | ARTICLE.Het | NP.Demonstrative | PARTICLE.al
1099,"Maar het landschap is erg plat, vind ik.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | PRONOUN.1sg | DEGREE.Intensifier
1100,Later hoorde ik dat dit geen origineel bos is.,SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | TENSE.Imperfectum | NP.Demonstrative | PRONOUN.1sg | PRONOUN.Relative-clause | NEGATION.geen | SYNTAX.Subordinate-clause | TOPIC.Nature-environment
1101,Mensen hebben een groot deel van het bos zo gemaakt.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | ARTICLE.Het | TOPIC.Nature-environment
1102,Toen was ik wel teleurgesteld.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | PRONOUN.1sg | PARTICLE.wel
1103,"Het mooiste stuk natuur in Nederland vind ik de stranden, vooral in de winter.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Adjective-superlative | NP.Noun-compound | PRONOUN.1sg | TOPIC.Nature-environment | TOPIC.Housing-living
1104,Die lange rijen duinen en de zee.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | CONNECTOR.en-additive | TOPIC.Nature-environment
1105,"Als het stormt, waait het zand overal naartoe.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | SYNTAX.Subordinate-clause
1106,Het is het enige stukje echte natuur in Nederland.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | NP.Diminutive | NP.Noun-compound | TOPIC.Nature-environment
1107,Gelukkig beschermt de overheid de kust in Nederland goed.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Noun-compound
1108,Het is niet toegestaan om daar zomaar hotels of huizen te bouwen.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | VERBCLUSTER.te-inf | NEGATION.niet | CONNECTOR.of-alternative
1109,Dit is in mijn geboorteland wel zo.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | NP.Noun-compound | PRONOUN.1sg | PARTICLE.wel
1110,Het resultaat is ontzettend lelijk.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | DEGREE.Intensifier
1111,Overal langs de kust staan hoge flats en hotels voor rijke toeristen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | CONNECTOR.en-additive
1112,De natuur is daar verdwenen en komt niet meer terug.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | VERB.Separable-verb | NP.Adjective-comparative | NEGATION.niet | CONNECTOR.en-additive | TOPIC.Nature-environment
1113,Je hebt me overtuigd Björn en Mario wonen samen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | PRONOUN.1sg | CONNECTOR.en-additive | TOPIC.Housing-living
1114,Ze praten over huisdieren.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
1115,"Björn O kijk nou, wat schattig.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.nou
1116,"Hier, vier kleine poesjes.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | SYNTAX.Inversion-V2
1117,Ze zijn vorige maand geboren.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | PRONOUN.3sg-masc
1118,We kunnen ze gratis ophalen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | VERB.Separable-verb | PRONOUN.3sg-fem | PRONOUN.3pl | MODALITY.Epistemic-kan
1119,Welke vind jij het leukst?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.Het | NP.Adjective-superlative | PRONOUN.2sg-informal | DISCOURSE.Informal-register
1120,"Ik wil deze denk ik, met die blauwe oogjes.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.willen | NP.Demonstrative | PRONOUN.1sg
1121,"Mario Hm, ik weet het niet hoor.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.Het | PRONOUN.1sg | PARTICLE.hoor | NEGATION.niet | MODALITY.Epistemic-stance | DISCOURSE.Backchannel-opener | DISCOURSE.Epistemic-stance
1122,Willen we echt een kat?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.1pl | PARTICLE.echt-intensifier | DEGREE.Intensifier | TOPIC.Daily-life
1123,"Björn Ja, dat hebben we toch afgesproken?",SENTENCE_TYPE.Tag-question | TENSE.Presens | VERB.Separable-verb | PRONOUN.1pl | PRONOUN.Relative-clause | PARTICLE.toch | SYNTAX.Subordinate-clause | DISCOURSE.Backchannel-opener
1124,"In ons nieuwe huis nemen we een huisdier, heb je gezegd.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | PRONOUN.2sg-informal | PRONOUN.1pl | DISCOURSE.Informal-register | TOPIC.Daily-life | TOPIC.Housing-living
1125,"Nou, we zijn vorig jaar verhuisd en we zitten hier nog steeds met z'n tweeën.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.3sg-masc | PRONOUN.1pl | PARTICLE.nou | PARTICLE.nog | CONNECTOR.en-additive
1126,"Mario Ja, dat weet ik.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.1sg | SYNTAX.Subordinate-clause | DISCOURSE.Backchannel-opener
1127,Maar ik wil liever geen kat.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.willen | VERBCLUSTER.modal-inf | NP.Adjective-comparative | PRONOUN.1sg | NEGATION.geen | TOPIC.Daily-life
1128,"We kunnen toch ook een hond nemen, of een konijn of vissen?",SENTENCE_TYPE.Tag-question | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PARTICLE.toch | MODALITY.Epistemic-kan | CONNECTOR.of-alternative | TOPIC.Daily-life
1129,"Björn Nee, katten zijn hartstikke lieve dieren.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.3sg-masc | DEGREE.Intensifier
